English	Swedish	POS	source	row
approximation, approximations	approximation, approximationen, approximationer	N	shorter-gf-termsEngSwe.tsv	93
arbitrarily	godtyckligt	N?	ICT-keywords-20141203.xlsx	170
Archaeology  	Arkeologi	N?	ACM-klassificering-1998-en-sv.xls	1300
architect, architects	arkitekt, arkitekten, arkitekter	N	shorter-gf-termsEngSwe.tsv	94
architectural	arkitekturell, arkitekturellt	A	shorter-gf-termsEngSwe.tsv	95
Architecture  	Arkitektur	N?	ACM-klassificering-1998-en-sv.xls	1317
Architecture and control structures [**] 	Arkitektur och kontrollstrukturer [**]	N?	ACM-klassificering-1998-en-sv.xls	1070
architecture architectures architectural 	arkitektur	N?	ICT-keywords-20141203.xlsx	171
architecture, architectures	arkitektur, arkitekturen, arkitekturer	N	shorter-gf-termsEngSwe.tsv	96
Architectures  		N?	ACM-klassificering-1998-en-sv.xls	966
archive archiving	arkiv arkivering	N?	ICT-keywords-20141203.xlsx	172
area areas	område områden	N?	ICT-keywords-20141203.xlsx	173
argue, argued, argued	 argumentera, argumenterade, argumenterat	V	shorter-gf-termsEngSwe.tsv	97
argument, arguments	argument, argumentet, argument	N	shorter-gf-termsEngSwe.tsv	98
argument|s	argumentet/argument	N?	ICT-keywords-20141203.xlsx	174
arises	uppstår	N?	ICT-keywords-20141203.xlsx	175
ARITHMETIC AND LOGIC STRUCTURES 	ARITMETISKA OCH LOGISKA STRUKTURER	N?	ACM-klassificering-1998-en-sv.xls	39
Arithmetic and logic units 	Aritmetiska och logiska enheter	N?	ACM-klassificering-1998-en-sv.xls	117
arithmetic, arithmetics	aritmetik, aritmetiken, aritmetiker	N	shorter-gf-termsEngSwe.tsv	99
Array and vector processors 		N?	ACM-klassificering-1998-en-sv.xls	206
array, arrays	fält, fältet, fält	N	shorter-gf-termsEngSwe.tsv	100
arrayed waveguide grating		N?	ICT-keywords-20141203.xlsx	177
Arrays 	Vektorer	N?	ACM-klassificering-1998-en-sv.xls	537
array|s	array|er	N?	ICT-keywords-20141203.xlsx	176
arrival arrive arrives arriving	ankomst anlända/komma anländer anländer 	N?	ICT-keywords-20141203.xlsx	179
arrival signal and processing	ankomstsignal och bearbetning	N?	ICT-keywords-20141203.xlsx	178
arrival, arrivals	ankomst, ankomsten, ankomster	N	shorter-gf-termsEngSwe.tsv	101
artefact	artefakt	N?	ICT-keywords-20141203.xlsx	180
article articles	artikel artiklar	N?	ICT-keywords-20141203.xlsx	181
article, articles	artikel, artikeln, artiklar	N	shorter-gf-termsEngSwe.tsv	102
articulate, articulated, articulated	 artikulera, artikulerade, artikulerat	V	shorter-gf-termsEngSwe.tsv	103
artificial	artificiell, artificiellt	A	shorter-gf-termsEngSwe.tsv	104
ARTIFICIAL INTELLIGENCE 	ARTIFICIELL INTELLIGENS	N?	ACM-klassificering-1998-en-sv.xls	996
artificial intelligence, artificial intelligences	artificiell intelligens, artificiella intelligensen, artificiella intelligenser	N	shorter-gf-termsEngSwe.tsv	105
Artificial, augmented, and virtual realities  		N?	ACM-klassificering-1998-en-sv.xls	931
artificially	artificiellt	N?	ICT-keywords-20141203.xlsx	182
ARTS AND HUMANITIES 	KONST OCH HUMANIORA	N?	ACM-klassificering-1998-en-sv.xls	1316
Arts, fine and performing [**] 	Sköna konsterna och dans/sång/teater [**]	N?	ACM-klassificering-1998-en-sv.xls	1318
AS-level topology	AS-nivå topologi	N?	ICT-keywords-20141203.xlsx	184
ascii, asciis	ascii, asciiet, ascii	N	shorter-gf-termsEngSwe.tsv	106
ask asks asking	fråga frågar be	N?	ICT-keywords-20141203.xlsx	183
aspect aspects	aspekt aspekter	N?	ICT-keywords-20141203.xlsx	185
aspect, aspects	aspekt, aspekten, aspekter	N	shorter-gf-termsEngSwe.tsv	107
assembly assemble assembled	montering montera monterad	N?	ICT-keywords-20141203.xlsx	186
assembly code, assembly codes	assemblykod, assemblykoden, assemblykoder	N	shorter-gf-termsEngSwe.tsv	109
assembly programming, assembly programmings	assemblerprogrammering, assemblerprogrammeringen, assemblerprogrammeringar	N	shorter-gf-termsEngSwe.tsv	110
assembly, assemblies	assembly, assemblyn, assemblys	N	shorter-gf-termsEngSwe.tsv	108
Assertion checkers 		N?	ACM-klassificering-1998-en-sv.xls	346
Assertions 	Påståenden	N?	ACM-klassificering-1998-en-sv.xls	614
assess, assessed, assessed	 bedöma, bedömde, bedömt	V	shorter-gf-termsEngSwe.tsv	111
assessment, assessments	bedömning, bedömningen, bedömningar	N	shorter-gf-termsEngSwe.tsv	112
asset|s	tillgångs tillgångar	N?	ICT-keywords-20141203.xlsx	187
assign, assigned, assigned	 tilldela, tilldelade, tilldelat	V	shorter-gf-termsEngSwe.tsv	113
assignment, assignments	inlämningsuppgift, inlämningsuppgiften, inlämningsuppgifter	N	shorter-gf-termsEngSwe.tsv	114
assigns assigned assignment assignments 	delar tilldelade  tilldelning/uppdrag  tilldelningar/uppdragen	N?	ICT-keywords-20141203.xlsx	188
assist assists assistant assistance	bistå assist assistent assistans	N?	ICT-keywords-20141203.xlsx	189
assist, assisted, assisted	 hjälpa, hjälpte, hjälpt	V	shorter-gf-termsEngSwe.tsv	115
assistant, assistants	assistent, assistenten, assistenter	N	shorter-gf-termsEngSwe.tsv	116
Assistive technologies for persons with disabilities  	Stödtekniker för personer med funktionshinder	N?	ACM-klassificering-1998-en-sv.xls	1381
associate associating associated association	associera associera associerad sammanslutning	N?	ICT-keywords-20141203.xlsx	190
associate, associated, associated	 associera, associerade, associerat	V	shorter-gf-termsEngSwe.tsv	117
association, associations	samband, sambandet, samband	N	shorter-gf-termsEngSwe.tsv	118
associative	associativ, associativt	A	shorter-gf-termsEngSwe.tsv	119
associative business intelligence	associativ omvärldsbevakning	N?	ICT-keywords-20141203.xlsx	191
Associative memories 	Associativa minnen	N?	ACM-klassificering-1998-en-sv.xls	65
Associative processors 	Associativa processorer	N?	ACM-klassificering-1998-en-sv.xls	207
assume, assumed, assumed	 anta, antog, antagit	V	shorter-gf-termsEngSwe.tsv	120
assumed	antog	N?	ICT-keywords-20141203.xlsx	192
assurance	försäkran	N?	ICT-keywords-20141203.xlsx	193
Astronomy 	Astronomi	N?	ACM-klassificering-1998-en-sv.xls	1301
asymmetric	assymetrisk, assymetriskt	A	shorter-gf-termsEngSwe.tsv	121
asymmetric	asymmetrisk	N?	ICT-keywords-20141203.xlsx	194
asymmetric cryptography	asymmetrisk kryptografi	N?	ICT-keywords-20141203.xlsx	195
asymmetric digital subscriber line (ADSL)		N?	ICT-keywords-20141203.xlsx	196
asymptotic	asymptotisk, asymptotiskt	A	shorter-gf-termsEngSwe.tsv	122
asynchronous	asynkron, asynkront	A	shorter-gf-termsEngSwe.tsv	123
asynchronous asynchronously	asynkron asynkront	N?	ICT-keywords-20141203.xlsx	197
asynchronous communication	asynkron kommunikation	N?	ICT-keywords-20141203.xlsx	198
Asynchronous interaction 		N?	ACM-klassificering-1998-en-sv.xls	957
asynchronous message passing	asynkrona meddelande passerar	N?	ICT-keywords-20141203.xlsx	199
Asynchronous Transfer Mode (ATM)  	Asynkron överföringsmod (ATM)	N?	ACM-klassificering-1998-en-sv.xls	237
Asynchronous/synchronous operation 	Asynkront/synkront funktionssätt	N?	ACM-klassificering-1998-en-sv.xls	95
atomic	atomisk	N?	ICT-keywords-20141203.xlsx	200
atomic shared registers	atomic delade registren	N?	ICT-keywords-20141203.xlsx	201
attach/attaches attached attachment attachments 	fästa/fäster bifogade  bilaga bilagor	N?	ICT-keywords-20141203.xlsx	202
attachment, attachments	bilaga, bilagan, bilagor	N	shorter-gf-termsEngSwe.tsv	124
attack attacks attacker	attack attacker Attackeraren	N?	ICT-keywords-20141203.xlsx	203
attack model, attack models	attackmodell, attackmodellen, attackmodeller	N	shorter-gf-termsEngSwe.tsv	127
attack, attacked, attacked	 angripa, angrep, angripit	V	shorter-gf-termsEngSwe.tsv	126
attack, attacks	attack, attacken, attacker	N	shorter-gf-termsEngSwe.tsv	125
attempt attempts attempting	försök försök som försöker	N?	ICT-keywords-20141203.xlsx	204
attendant attended	skötare deltog	N?	ICT-keywords-20141203.xlsx	205
attenuation, attenuations	försvagning, försvagningen, försvagningar	N	shorter-gf-termsEngSwe.tsv	128
attracted	lockade	N?	ICT-keywords-20141203.xlsx	206
attribute attributes	attribut attributen	N?	ICT-keywords-20141203.xlsx	207
attribute, attributes	attribut, attributet, attribut	N	shorter-gf-termsEngSwe.tsv	129
attribute-value	attributvärde	N?	ICT-keywords-20141203.xlsx	208
audible	hörbar	N?	ICT-keywords-20141203.xlsx	209
audio	ljud	N?	ICT-keywords-20141203.xlsx	210
Audio input/output 		N?	ACM-klassificering-1998-en-sv.xls	932
audio, audios	ljud, ljudet, ljud	N	shorter-gf-termsEngSwe.tsv	130
auditing	revision	N?	ICT-keywords-20141203.xlsx	211
Auditory (non-speech) feedback  		N?	ACM-klassificering-1998-en-sv.xls	937
auditory alert	ljudsignaler	N?	ICT-keywords-20141203.xlsx	212
augmented	förstärkt	N?	ICT-keywords-20141203.xlsx	213
augmented reality	förstärkt verklighet	N?	ICT-keywords-20141203.xlsx	214
authenticate authenticity authenticated authentication authentications authenticator authenticating	verifiera äktheten authenticated autentiserings autentiseringar verifieraren autentiserande	N?	ICT-keywords-20141203.xlsx	215
Authentication 	Autentisering	N?	ACM-klassificering-1998-en-sv.xls	1439
Authentication 	Autentisering	N?	ACM-klassificering-1998-en-sv.xls	506
authentication and data confidentiality	autentisering och datasekretess	N?	ICT-keywords-20141203.xlsx	216
authentication, authentications	autentisering, autentiseringen, autentiseringar	N	shorter-gf-termsEngSwe.tsv	131
authenticator	verifieraren	N?	ICT-keywords-20141203.xlsx	217
authenticity	äkthet	N?	ICT-keywords-20141203.xlsx	218
author authors authority authorities authorized authorization	författare författarna auktoritet myndigheterna auktoriserad auktorisation	N?	ICT-keywords-20141203.xlsx	220
authore, authored, authored	 författa, författade, författat	V	shorter-gf-termsEngSwe.tsv	132
authority, authoritys	myndighet, myndigheten, myndigheter	N	shorter-gf-termsEngSwe.tsv	133
authorization	tillstånd	N?	ICT-keywords-20141203.xlsx	219
auto-correlation	autokorrelations	N?	ICT-keywords-20141203.xlsx	222
autoconfiguration	autokonfiguration/självkonfiguration	N?	ICT-keywords-20141203.xlsx	221
Automata (e.g., finite, push-down, resource-bounded) 	Automater (t.ex. ändliga, 	N?	ACM-klassificering-1998-en-sv.xls	572
automata theory, automata theories	automatteori, automatteorien, automatteoriar	N	shorter-gf-termsEngSwe.tsv	134
automate	automatisering	N?	ICT-keywords-20141203.xlsx	223
automate, automated, automated	 automatisera, automatiserade, automatiserat	V	shorter-gf-termsEngSwe.tsv	135
automated	automatiserad, automatiserat	A	shorter-gf-termsEngSwe.tsv	136
automated debugging	automatiserad felsökning	N?	ICT-keywords-20141203.xlsx	224
automated documentation	automatiserad dokumentation	N?	ICT-keywords-20141203.xlsx	225
automated model generation	automatiserad modell generering	N?	ICT-keywords-20141203.xlsx	226
automated test framework	automatiserad ramtest	N?	ICT-keywords-20141203.xlsx	227
Automatic analysis of algorithms 	Automatisk analys av algoritmer	N?	ACM-klassificering-1998-en-sv.xls	1009
automatic automatically 	automatisk automatiskt	N?	ICT-keywords-20141203.xlsx	228
Automatic differentiation  		N?	ACM-klassificering-1998-en-sv.xls	705
automatic e-mail classification	automatiskt e-post klassificering	N?	ICT-keywords-20141203.xlsx	229
Automatic Programming (1.2, F.3.1, F.4.1) 	Automatisk programmering  (1.2, F.3.1, F.4.1)	N?	ACM-klassificering-1998-en-sv.xls	1008
Automatic Programming (I.2.2)	Automatisk programmering (1.2.2)	N?	ACM-klassificering-1998-en-sv.xls	305
automatic scheduling	automatisk schemaläggning	N?	ICT-keywords-20141203.xlsx	230
Automatic synthesis 	Automatisk syntes	N?	ACM-klassificering-1998-en-sv.xls	123
Automatic synthesis 	Automatisk syntes	N?	ACM-klassificering-1998-en-sv.xls	152
Automatic synthesis [**] 	Automatisk syntes [**]	N?	ACM-klassificering-1998-en-sv.xls	18
automatic target recognition	automatisk mål-erkännande	N?	ICT-keywords-20141203.xlsx	231
automation	automatiserade automatisering	N?	ICT-keywords-20141203.xlsx	232
Automation  	Automation	N?	ACM-klassificering-1998-en-sv.xls	1385
automation, automations	automatisering, automatiseringen, automatiseringar	N	shorter-gf-termsEngSwe.tsv	137
automaton, automatons	automatisering, automatiseringen, automatiseringar	N	shorter-gf-termsEngSwe.tsv	138
automobile|s	bil|ar	N?	ICT-keywords-20141203.xlsx	233
automotive telematic systems	fordonstelematiksystem	N?	ICT-keywords-20141203.xlsx	234
autonomous	självstyrande, självstyrande	A	shorter-gf-termsEngSwe.tsv	139
Autonomous vehicles  	Autonoma fordon	N?	ACM-klassificering-1998-en-sv.xls	1060
availability, availabilities	tillgång, tillgången, tillgångar	N	shorter-gf-termsEngSwe.tsv	140
available	tillgänglig, tillgängligt	A	shorter-gf-termsEngSwe.tsv	141
available availability	tillgänglig tillgänglighet	N?	ICT-keywords-20141203.xlsx	235
average	genomsnittlig, genomsnittligt	A	shorter-gf-termsEngSwe.tsv	142
average averages averaging	genomsnittlig/genomsnittliga medelvärden medelvärdes	N?	ICT-keywords-20141203.xlsx	236
average, averages	genomsnitt, genomsnittet, genomsnitt	N	shorter-gf-termsEngSwe.tsv	143
avoid avoids avoiding avoidance	undvika undviker undviker undvikande	N?	ICT-keywords-20141203.xlsx	237
awake awaken	vaken vakna	N?	ICT-keywords-20141203.xlsx	238
aware awareness	medveten medvetenhet	N?	ICT-keywords-20141203.xlsx	239
axial	axial, axialt	A	shorter-gf-termsEngSwe.tsv	144
B-Tree	B-träd	N?	ICT-keywords-20141203.xlsx	341
bachelor, bachelors	kandidat, kandidaten, kandidater	N	shorter-gf-termsEngSwe.tsv	145
back office	back-office	N?	ICT-keywords-20141203.xlsx	244
back, backs	bak, baken, bakar	N	shorter-gf-termsEngSwe.tsv	146
backbone	ryggrad	N?	ICT-keywords-20141203.xlsx	240
backdoor	bakdörr	N?	ICT-keywords-20141203.xlsx	241
background, backgrounds	bakgrund, bakgrunden, bakgrunder	N	shorter-gf-termsEngSwe.tsv	147
backhaul	returtrafik	N?	ICT-keywords-20141203.xlsx	242
backoff	backoffrandomisering	N?	ICT-keywords-20141203.xlsx	243
Backtracking 	Bakåtspårning	N?	ACM-klassificering-1998-en-sv.xls	1052
backup	säkerhetskopiering	N?	ICT-keywords-20141203.xlsx	245
Backup procedures 	Procedurer för säkerhetskopiering	N?	ACM-klassificering-1998-en-sv.xls	500
Backup/recovery 	Säkerhetskopiering och återställning	N?	ACM-klassificering-1998-en-sv.xls	562
backwards	bakåt	N?	ICT-keywords-20141203.xlsx	246
bad guys	skurkarna	N?	ICT-keywords-20141203.xlsx	248
badge|s	märke märken	N?	ICT-keywords-20141203.xlsx	247
balance	balans	N?	ICT-keywords-20141203.xlsx	249
balance, balanced, balanced	 balansera, balanserade, balanserat	V	shorter-gf-termsEngSwe.tsv	148
balanced	balanserat	N?	ICT-keywords-20141203.xlsx	250
balanced scorecard	balanserat styrkort	N?	ICT-keywords-20141203.xlsx	251
balloon	ballong	N?	ICT-keywords-20141203.xlsx	252
bandwidth	bandbredd	N?	ICT-keywords-20141203.xlsx	254
bandwidth, bandwidths	bandbredd, bandbredden, bandbredder	N	shorter-gf-termsEngSwe.tsv	149
band|s	bandet banden	N?	ICT-keywords-20141203.xlsx	253
bankruptcy	konkurs	N?	ICT-keywords-20141203.xlsx	255
bar, bars	fält, fältet, fält	N	shorter-gf-termsEngSwe.tsv	150
barcode	streckkod	N?	ICT-keywords-20141203.xlsx	256
base based	bas baserad	N?	ICT-keywords-20141203.xlsx	257
base station basestation	basstation	N?	ICT-keywords-20141203.xlsx	258
base, based, based	 basera, baserade, baserat	V	shorter-gf-termsEngSwe.tsv	151
baseboard management controller (BMC)		N?	ICT-keywords-20141203.xlsx	259
basic	grundläggande, grundläggande	A	shorter-gf-termsEngSwe.tsv	152
basic basically	grundläggande princip	N?	ICT-keywords-20141203.xlsx	260
basic principle, basic principles	grundprincip, grundprincipen, grundprinciper	N	shorter-gf-termsEngSwe.tsv	154
basic, basics	element, elementet, element	N	shorter-gf-termsEngSwe.tsv	153
basis	grundval	N?	ICT-keywords-20141203.xlsx	261
Batch processing systems [**] 	Satsvisa system	N?	ACM-klassificering-1998-en-sv.xls	513
batch, batches	batch, batchen, batcher	N	shorter-gf-termsEngSwe.tsv	155
batches	satser	N?	ICT-keywords-20141203.xlsx	262
battery	batteri batterier	N?	ICT-keywords-20141203.xlsx	263
battery life	batteritid	N?	ICT-keywords-20141203.xlsx	264
battery-operated	batteridriven	N?	ICT-keywords-20141203.xlsx	265
battle	slaget	N?	ICT-keywords-20141203.xlsx	266
battlefield	slagfält	N?	ICT-keywords-20141203.xlsx	267
baud, bauds	baud, baudet, baud	N	shorter-gf-termsEngSwe.tsv	156
beacon	ledstjärna	N?	ICT-keywords-20141203.xlsx	268
beam cross-section	balktvärsnitt	N?	ICT-keywords-20141203.xlsx	269
bearer|s	bärare	N?	ICT-keywords-20141203.xlsx	270
become|s becoming	bli|r blir	N?	ICT-keywords-20141203.xlsx	271
bedroom	sovrum	N?	ICT-keywords-20141203.xlsx	272
beeper	pipare	N?	ICT-keywords-20141203.xlsx	273
begin began begins beginning	"börja började börjar ""med början"""	N?	ICT-keywords-20141203.xlsx	274
begin, beginned, beginned	 börja, började, börjat	V	shorter-gf-termsEngSwe.tsv	157
behalf	vägnar/grund	N?	ICT-keywords-20141203.xlsx	275
behave	beter	N?	ICT-keywords-20141203.xlsx	276
behavior (Am.)/behaviour (British) behaviors	beteende beteenden	N?	ICT-keywords-20141203.xlsx	277
behavior, behaviors	beteende, beteendet, beteenden	N	shorter-gf-termsEngSwe.tsv	158
behaviour, behaviours	beteende, beteendet, beteenden	N	shorter-gf-termsEngSwe.tsv	159
believe	tro	N?	ICT-keywords-20141203.xlsx	278
below	nedan	N?	ICT-keywords-20141203.xlsx	279
benchmark, benchmarks	riktvärde, riktvärdet, riktvärden	N	shorter-gf-termsEngSwe.tsv	160
benchmarking	jämförande	N?	ICT-keywords-20141203.xlsx	280
Benchmarking  		N?	ACM-klassificering-1998-en-sv.xls	938
Benchmarks 	Utvärderingsprov	N?	ACM-klassificering-1998-en-sv.xls	1424
benefits	fördelar	N?	ICT-keywords-20141203.xlsx	281
beside	bredvid	N?	ICT-keywords-20141203.xlsx	282
best practices	bästa praxis	N?	ICT-keywords-20141203.xlsx	284
best-effort	bäst-insats	N?	ICT-keywords-20141203.xlsx	283
beta testing	betatest	N?	ICT-keywords-20141203.xlsx	285
better	bättre	N?	ICT-keywords-20141203.xlsx	286
better, bettered, bettered	 förbättra, förbättrade, förbättrat	V	shorter-gf-termsEngSwe.tsv	161
biased	förspända	N?	ICT-keywords-20141203.xlsx	287
bibliography	bibliografi	N?	ICT-keywords-20141203.xlsx	288
bidirectional	dubbelriktad, dubbelriktat	A	shorter-gf-termsEngSwe.tsv	162
big data		N?	ICT-keywords-20141203.xlsx	289
big data, big data	stor data, stora datan, stora data	N	shorter-gf-termsEngSwe.tsv	163
billing	fakturering	N?	ICT-keywords-20141203.xlsx	290
billion (109)	miljarder 	N?	ICT-keywords-20141203.xlsx	291
binary	binär	N?	ICT-keywords-20141203.xlsx	292
binary	binär, binärt	A	shorter-gf-termsEngSwe.tsv	164
binary number, binary numbers	binärt tal, binära talet, binära tal	N	shorter-gf-termsEngSwe.tsv	165
binary search algorithm, binary search algorithms	binärsökning, binärsökningen, binärsökningar	N	shorter-gf-termsEngSwe.tsv	166
binary search tree, binary search trees	binärt sökträd, binära sökträdet, binära sökträd	N	shorter-gf-termsEngSwe.tsv	167
